,Nome,Sexo,Profissão,Salário atual,Estado Civil,Predição KNN,Predição Árvore
956,Camila Lopes,Masculino,Publicitário,3237.83,Divorciado,Provável Mal Pagador,Provável Pagador Regular
957,Eduarda Rezende,Feminino,Consultor de Vendas,11776.13,Casado,Provável Mal Pagador,Provável Pagador Regular
958,André Cavalcanti,Feminino,Farmacêutico,10291.43,Solteiro,Provável Mal Pagador,Provável Pagador Regular
959,Kevin da Mata,Feminino,Farmacêutico,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
960,Eduardo Viana,Masculino,Operador de Máquinas,5216.68,Casado,Provável Mal Pagador,Provável Pagador Regular
961,Sr. Juan Moura,Masculino,Chefe de Cozinha,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
962,Sra. Stephany da Mata,Feminino,Técnico de Enfermagem,0.0,Viúvo,Provável Mal Pagador,Provável Pagador Regular
963,Luana das Neves,Masculino,Professor,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
964,Ana Julia da Rosa,Feminino,Assistente de RH,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
965,Ryan da Cruz,Masculino,Engenheiro de Software,5368.16,Solteiro,Provável Pagador Regular,Provável Pagador Regular
966,Isabelly Dias,Masculino,Técnico de Enfermagem,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
967,Dra. Beatriz da Paz,Feminino,Cientista de Dados,13573.06,Divorciado,Provável Pagador Regular,Provável Pagador Regular
968,Clarice Moura,Masculino,Recepcionista,12468.87,Solteiro,Provável Pagador Regular,Provável Pagador Regular
969,Luiza Almeida,Feminino,Médico Pediatra,17699.15,Divorciado,Provável Mal Pagador,Provável Pagador Regular
970,Davi Rodrigues,Feminino,Assistente Administrativo,5417.27,Solteiro,Provável Mal Pagador,Provável Pagador Regular
971,Luna Ribeiro,Masculino,Analista de Sistemas,8352.67,Casado,Provável Mal Pagador,Provável Pagador Regular
972,Valentina Silveira,Feminino,Cozinheiro,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
973,Lara Peixoto,Masculino,Contador,7220.04,Viúvo,Provável Pagador Regular,Provável Pagador Regular
974,Caroline Correia,Feminino,Analista de Marketing,13903.55,Casado,Provável Mal Pagador,Provável Pagador Regular
975,Srta. Isabelly da Cruz,Masculino,Enfermeiro,15918.48,Divorciado,Provável Pagador Regular,Provável Pagador Regular
976,Luna Lima,Feminino,Engenheiro Civil,17090.4,Viúvo,Provável Pagador Regular,Provável Pagador Regular
977,Melissa Moreira,Feminino,Publicitário,14658.03,Casado,Provável Mal Pagador,Provável Pagador Regular
978,Srta. Elisa da Cunha,Feminino,Mecânico,10380.24,Divorciado,Provável Mal Pagador,Provável Pagador Regular
979,Gustavo Ferreira,Feminino,Consultor de Vendas,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
980,Heloísa Oliveira,Masculino,Contador,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
981,Rodrigo Aragão,Masculino,Consultor de Vendas,5716.84,Viúvo,Provável Pagador Regular,Provável Pagador Regular
982,Alexia Correia,Masculino,Professor Universitário,3273.8,Viúvo,Provável Pagador Regular,Provável Pagador Regular
983,Alice Lopes,Masculino,Mecânico,8121.85,Casado,Provável Mal Pagador,Provável Pagador Regular
984,Isabelly da Rosa,Feminino,Analista de BI,18671.47,Viúvo,Provável Mal Pagador,Provável Pagador Regular
985,Otávio Martins,Masculino,Motorista,14884.46,Viúvo,Provável Mal Pagador,Provável Pagador Regular
986,Mariane Rocha,Feminino,Arquiteto,4150.3,Casado,Provável Mal Pagador,Provável Pagador Regular
987,Isabella Porto,Masculino,Mecânico,0.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
988,Sra. Valentina Nogueira,Masculino,Médico Pediatra,4824.11,Solteiro,Provável Mal Pagador,Provável Pagador Regular
989,Ian da Conceição,Masculino,Assistente de RH,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
990,Dr. Eduardo Aragão,Feminino,Técnico de Enfermagem,6346.0,Solteiro,Provável Mal Pagador,Provável Pagador Regular
991,João Pedro das Neves,Masculino,Cozinheiro,0.0,Casado,Provável Pagador Regular,Provável Pagador Regular
992,Renan Martins,Masculino,Professor Universitário,10236.92,Viúvo,Provável Pagador Regular,Provável Pagador Regular
993,Carlos Eduardo Nogueira,Feminino,Analista de Sistemas,7786.84,Solteiro,Provável Mal Pagador,Provável Pagador Regular
994,Noah Nascimento,Masculino,Engenheiro Civil,0.0,Solteiro,Provável Pagador Regular,Provável Pagador Regular
995,Davi Lucas Azevedo,Feminino,Cientista de Dados,0.0,Divorciado,Provável Mal Pagador,Provável Pagador Regular
996,Vicente Ramos,Feminino,Enfermeiro,13668.24,Casado,Provável Pagador Regular,Provável Pagador Regular
997,Leandro da Luz,Masculino,Analista de Marketing,1844.3,Divorciado,Provável Mal Pagador,Provável Pagador Regular
998,Lorena Azevedo,Masculino,Analista de Sistemas,14644.93,Viúvo,Provável Pagador Regular,Provável Pagador Regular
999,Gabriel Sales,Masculino,Eletricista,0.0,Casado,Provável Mal Pagador,Provável Pagador Regular
